date,volume,turnover,open,open,high,lable,low,close
2021/9/23 10:31,10822,184463450,389257,17095,17115,17065,17065,17070
2021/9/23 10:40,6657,113550610,389988,17065,17095,17060,17060,17080
2021/9/23 10:50,4479,76926825,389760,17080,17115,17065,17065,17105
2021/9/23 11:00,5830,99262055,391230,17105,17110,17065,17065,17070
2021/9/23 11:10,2439,41877630,391468,17070,17085,17070,17070,17075
2021/9/23 11:20,6506,111324745,390459,17070,17120,17065,17065,17115
2021/9/23 13:30,16636,285556940,388272,17110,17190,17095,17095,17170
2021/9/23 13:40,11527,197860955,387279,17170,17230,17145,17145,17210
2021/9/23 13:50,10369,179089465,386380,17210,17225,17170,17170,17175
2021/9/23 14:00,8206,140897020,387410,17175,17180,17125,17125,17130
2021/9/23 14:10,6682,114729940,387105,17130,17150,17115,17115,17115
2021/9/23 14:20,10349,176460565,386391,17115,17130,17075,17075,17090
2021/9/23 14:30,6968,119605720,386393,17090,17130,17085,17085,17125
2021/9/23 14:40,5347,90487915,385885,17120,17120,17085,17085,17090
2021/9/23 14:50,8336,143045760,383788,17090,17140,17090,17090,17125
2021/9/23 20:55,1195,20554000,383798,17125,17200,17125,17125,17200
2021/9/23 21:00,29499,507689740,383926,17210,17240,17185,17185,17215
2021/9/23 21:10,21786,375724260,382224,17210,17280,17200,17200,17240
2021/9/23 21:20,7978,137723340,382705,17240,17270,17225,17225,17260
2021/9/23 21:30,9473,163219790,382670,17260,17270,17235,17235,17255
2021/9/23 21:40,5022,86903825,383150,17255,17275,17245,17245,17255
2021/9/23 21:50,19557,338482545,383436,17255,17350,17255,17255,17330
2021/9/23 22:00,13669,236872040,382204,17330,17345,17295,17295,17300
2021/9/23 22:10,7504,129519040,381699,17300,17310,17265,17265,17290
2021/9/23 22:20,7733,133471580,380808,17290,17290,17235,17235,17275
2021/9/23 22:30,3964,68418640,380288,17270,17295,17270,17270,17285
2021/9/23 22:40,3969,69161685,380519,17285,17315,17285,17285,17290
2021/9/23 22:50,4577,79021905,379965,17290,17330,17280,17280,17310
2021/9/24 9:00,23696,411505770,378906,17360,17400,17345,17345,17365
2021/9/24 9:10,9867,171349205,380095,17370,17390,17335,17335,17335
2021/9/24 9:20,8976,155150160,380003,17335,17345,17310,17310,17325
2021/9/24 9:30,5680,99099525,379550,17330,17360,17325,17325,17330
2021/9/24 9:40,3561,61569690,379164,17330,17345,17320,17320,17325
2021/9/24 9:50,7329,126718410,379695,17325,17335,17285,17285,17285
2021/9/24 10:00,8981,155281490,378403,17285,17310,17270,17270,17300
2021/9/24 10:10,2604,45023160,378653,17300,17305,17270,17270,17275
2021/9/24 10:31,3822,66082380,378323,17275,17295,17265,17265,17265
2021/9/24 10:40,4082,70577780,378622,17270,17310,17270,17270,17285
2021/9/24 10:50,3977,68762330,378519,17285,17330,17280,17280,17325
2021/9/24 11:00,4958,85723820,378010,17325,17355,17315,17315,17355
2021/9/24 11:10,8008,139615655,378257,17350,17380,17340,17340,17375
2021/9/24 11:20,9835,170096325,377731,17375,17400,17355,17355,17365
2021/9/24 13:30,11065,192631010,377543,17355,17390,17330,17330,17355
2021/9/24 13:40,17935,312978520,377880,17360,17455,17355,17355,17440
2021/9/24 13:50,10171,176060010,376492,17450,17450,17390,17390,17405
2021/9/24 14:00,6004,105361625,376104,17410,17415,17385,17385,17415
2021/9/24 14:10,5084,88029460,376074,17415,17425,17405,17405,17420
2021/9/24 14:20,11400,198905805,375350,17415,17480,17415,17415,17465
2021/9/24 14:30,10752,187793205,375417,17465,17485,17445,17445,17475
2021/9/24 14:40,8084,141664285,375589,17470,17485,17450,17450,17455
2021/9/24 14:50,16198,282401315,375515,17455,17530,17430,17430,17515
2021/9/24 20:55,2137,37450925,374988,17515,17525,17515,17515,17525
2021/9/24 21:00,58417,1030116095,373040,17535,17755,17515,17515,17680
2021/9/24 21:10,26715,472730830,372403,17680,17730,17660,17660,17685
2021/9/24 21:20,10286,182035675,372664,17685,17705,17680,17680,17705
2021/9/24 21:30,12696,224699135,372144,17710,17710,17660,17660,17685
2021/9/24 21:40,11285,199900780,372106,17685,17730,17680,17680,17720
2021/9/24 21:50,12878,228161940,372742,17725,17755,17715,17715,17750
2021/9/24 22:00,9276,164625370,372209,17755,17760,17720,17720,17725
2021/9/24 22:10,24203,430306420,371295,17725,17830,17705,17705,17810
2021/9/24 22:20,19749,351236230,373093,17815,17850,17770,17770,17785
2021/9/24 22:30,11331,202548430,374425,17790,17850,17790,17790,17830
2021/9/24 22:40,9807,174725870,372968,17830,17865,17815,17815,17860
2021/9/24 22:50,13963,249581975,372703,17860,17920,17840,17840,17900
2021/9/27 9:00,81984,1491257275,381244,18000,18330,18000,18000,18310
2021/9/27 9:10,67136,1235563900,384365,18315,18530,18290,18290,18420
2021/9/27 9:20,27607,507529750,383153,18425,18455,18350,18350,18425
2021/9/27 9:30,17298,319353400,383009,18425,18475,18425,18425,18435
2021/9/27 9:40,14526,267937410,383497,18430,18475,18400,18400,18440
2021/9/27 9:50,13858,256329150,386435,18440,18495,18440,18440,18455
2021/9/27 10:00,12602,234080370,387075,18465,18515,18455,18455,18505
2021/9/27 10:10,18563,342114090,384909,18505,18515,18375,18375,18390
2021/9/27 10:31,13047,240522460,385703,18390,18455,18365,18365,18450
2021/9/27 10:40,15658,287990280,388600,18445,18550,18435,18435,18540
2021/9/27 10:50,15652,290798270,390008,18535,18545,18475,18475,18535
2021/9/27 11:00,22061,407334820,391533,18540,18585,18485,18485,18525
2021/9/27 11:10,10047,187478990,392528,18525,18575,18520,18520,18560
2021/9/27 11:20,17096,318327690,393347,18560,18630,18535,18535,18610
2021/9/27 13:30,27607,512602645,394308,18615,18675,18560,18560,18570
2021/9/27 13:40,20115,374451825,393686,18575,18575,18495,18495,18535
2021/9/27 13:50,10277,189872475,394297,18540,18570,18530,18530,18555
2021/9/27 14:00,16619,308495285,394040,18555,18560,18460,18460,18495
2021/9/27 14:10,20154,373146990,395184,18495,18635,18495,18495,18575
2021/9/27 14:20,13636,254889880,394050,18575,18620,18555,18555,18570
2021/9/27 14:30,9354,173727770,394259,18575,18610,18575,18575,18580
2021/9/27 14:40,13043,241016445,394801,18585,18600,18540,18540,18560
2021/9/27 14:50,19058,354338880,392216,18565,18580,18495,18495,18510
2021/9/27 20:55,1938,35814240,391604,18510,18510,18480,18480,18480
2021/9/27 21:00,50803,935697700,390602,18470,18500,18345,18345,18370
2021/9/27 21:10,19930,366747245,390879,18370,18430,18360,18360,18365
2021/9/27 21:20,14663,270019145,390193,18370,18440,18370,18370,18420
2021/9/27 21:30,11300,208089500,389972,18420,18440,18380,18380,18400
2021/9/27 21:40,11801,217315415,390255,18405,18465,18400,18400,18450
2021/9/27 21:50,9910,183094375,391307,18450,18500,18440,18440,18490
2021/9/27 22:00,9167,169503700,390853,18490,18490,18430,18430,18455
2021/9/27 22:10,7858,144783650,390227,18455,18460,18415,18415,18435
2021/9/27 22:20,8320,153296000,390136,18440,18480,18430,18430,18455
2021/9/27 22:30,5769,106293825,389430,18460,18475,18430,18430,18430
2021/9/27 22:40,3706,68283050,389364,18430,18450,18425,18425,18440
2021/9/27 22:50,6713,123687025,388172,18435,18440,18410,18410,18410
2021/9/28 9:00,26683,490691470,387534,18345,18420,18325,18325,18405
2021/9/28 9:10,11930,219750600,387724,18405,18455,18400,18400,18430
2021/9/28 9:20,10132,186631440,387664,18425,18465,18400,18400,18445
2021/9/28 9:30,7715,142110300,387405,18445,18480,18445,18445,18480
2021/9/28 9:40,17623,326975270,387403,18480,18540,18470,18470,18535
2021/9/28 9:50,9050,166791500,385777,18535,18535,18460,18460,18480
2021/9/28 10:00,7984,148410095,385323,18480,18535,18480,18480,18515
2021/9/28 10:10,5340,98442900,385762,18515,18560,18515,18515,18555
2021/9/28 10:31,8670,161166475,385694,18550,18570,18500,18500,18505
2021/9/28 10:40,8715,160704600,384661,18505,18515,18465,18465,18485
2021/9/28 10:50,6405,118108200,384306,18490,18530,18485,18485,18495
2021/9/28 11:00,5318,99501135,384385,18495,18550,18490,18490,18535
2021/9/28 11:10,13714,254460515,385099,18535,18620,18530,18530,18620
2021/9/28 11:20,54775,1026615690,391196,18620,18850,18620,18620,18670
2021/9/28 13:30,26617,496106905,390585,18670,18735,18620,18620,18685
2021/9/28 13:40,19439,365748515,391924,18685,18810,18685,18685,18790
2021/9/28 13:50,24681,463492155,392378,18795,18835,18685,18685,18715
2021/9/28 14:00,8453,156676355,391971,18710,18755,18700,18700,18740
2021/9/28 14:10,14175,264980110,390448,18735,18735,18635,18635,18695
2021/9/28 14:20,7086,133656355,389889,18700,18730,18675,18675,18730
2021/9/28 14:30,11487,215365765,388847,18730,18760,18710,18710,18720
2021/9/28 14:40,10315,191343250,388725,18720,18755,18690,18690,18740
2021/9/28 14:50,12740,238781625,387927,18740,18750,18700,18700,18745
2021/9/28 20:55,6373,119907995,387066,18745,18815,18745,18745,18815
2021/9/28 21:00,45228,849674795,387376,18790,18870,18700,18700,18700
2021/9/28 21:10,10783,202083035,387278,18695,18770,18695,18695,18765
2021/9/28 21:20,14746,277315530,388269,18765,18860,18755,18755,18860
2021/9/28 21:30,34258,647992050,392408,18860,19025,18820,18820,19015
2021/9/28 21:40,21703,411886250,392713,19010,19020,18935,18935,18940
2021/9/28 21:50,17415,329025280,392169,18945,18955,18880,18880,18895
2021/9/28 22:00,22085,416536140,391532,18895,18895,18760,18760,18770
2021/9/28 22:10,11531,216496395,391597,18765,18820,18765,18765,18795
2021/9/28 22:20,9957,186719055,391863,18790,18800,18760,18760,18775
2021/9/28 22:30,11411,215040295,391826,18775,18845,18770,18770,18795
2021/9/28 22:40,6530,123057850,391608,18795,18860,18780,18780,18830
2021/9/28 22:50,8428,158825660,391202,18835,18890,18825,18825,18870
2021/9/29 9:00,27221,511741400,392248,18820,18895,18745,18745,18870
2021/9/29 9:10,14818,279171120,392676,18875,18915,18835,18835,18865
2021/9/29 9:20,7193,135516120,392087,18865,18885,18805,18805,18820
2021/9/29 9:30,6978,131465520,391698,18825,18865,18815,18815,18815
2021/9/29 9:40,3477,65506680,391537,18815,18855,18815,18815,18850
2021/9/29 9:50,3692,69557280,391164,18850,18850,18810,18810,18825
2021/9/29 10:00,4544,85608960,390913,18830,18860,18820,18820,18830
2021/9/29 10:10,2761,52017240,390582,18830,18840,18810,18810,18835
2021/9/29 10:31,10650,200646000,390939,18835,18865,18790,18790,18860
2021/9/29 10:40,5973,112531320,390348,18860,18860,18810,18810,18835
2021/9/29 10:50,6325,119163000,389974,18830,18830,18790,18790,18820
2021/9/29 11:00,6367,119954280,390002,18825,18855,18820,18820,18845
2021/9/29 11:10,11613,218788920,387544,18845,18850,18790,18790,18830
2021/9/29 11:20,8473,159631320,386364,18830,18875,18825,18825,18875
2021/9/29 13:30,49973,951253970,393463,18860,19170,18850,18850,19165
2021/9/29 13:40,44786,860123110,396689,19165,19235,19125,19125,19200
2021/9/29 13:50,24457,469133535,396390,19205,19215,19115,19115,19195
2021/9/29 14:00,61336,1183619265,402539,19190,19465,19160,19160,19425
2021/9/29 14:10,38581,748285740,406889,19425,19450,19340,19340,19440
2021/9/29 14:20,24424,475493560,408629,19435,19500,19410,19410,19490
2021/9/29 14:30,24204,469242450,407464,19490,19490,19370,19370,19405
2021/9/29 14:40,26185,507686810,405784,19405,19410,19255,19255,19265
2021/9/29 14:50,31573,607810440,403351,19265,19320,19185,19185,19230
2021/9/29 20:55,4031,78443260,402747,19230,19460,19230,19230,19460
2021/9/29 21:00,68236,1334376590,409761,19440,19675,19355,19355,19665
2021/9/29 21:10,47020,926398220,411566,19665,19780,19615,19615,19745
2021/9/29 21:20,69315,1377184340,414405,19745,19945,19745,19745,19890
2021/9/29 21:30,67476,1333455750,412474,19890,19910,19620,19620,19650
2021/9/29 21:40,99736,1938328800,411171,19635,19650,19200,19200,19380
2021/9/29 21:50,45215,880402390,414574,19375,19535,19365,19365,19500
2021/9/29 22:00,27447,534225380,414497,19490,19555,19425,19425,19490
2021/9/29 22:10,13290,260616900,415286,19490,19515,19440,19440,19475
2021/9/29 22:20,22921,445631995,415691,19475,19485,19320,19320,19380
2021/9/29 22:30,15400,301528930,417048,19375,19410,19320,19320,19395
2021/9/29 22:40,14079,273336780,416181,19395,19485,19365,19365,19400
2021/9/29 22:50,8800,171943125,414290,19400,19445,19385,19385,19400
2021/9/30 9:00,38709,757922220,416581,19410,19675,19410,19410,19670
2021/9/30 9:10,22677,444015660,416767,19665,19700,19550,19550,19690
2021/9/30 9:20,24249,477738425,415950,19695,19730,19570,19570,19585
2021/9/30 9:30,17087,334648895,416160,19585,19650,19530,19530,19635
2021/9/30 9:40,13392,262282320,415314,19640,19690,19620,19620,19655
2021/9/30 9:50,14050,278334900,415300,19655,19720,19645,19645,19705
2021/9/30 10:00,22639,446776855,415669,19705,19815,19705,19705,19805
2021/9/30 10:10,24553,484517645,415614,19810,19880,19650,19650,19740
2021/9/30 10:31,17376,344058090,416683,19735,19850,19735,19735,19850
2021/9/30 10:40,14460,287049090,417843,19850,19880,19800,19800,19860
2021/9/30 10:50,15589,309339025,418599,19860,19910,19830,19830,19870
2021/9/30 11:00,13097,260601875,419152,19870,19930,19850,19850,19880
2021/9/30 11:10,35693,711944715,421702,19880,20015,19830,19830,19910
2021/9/30 11:20,20349,407521475,421889,19905,19945,19830,19830,19920
2021/9/30 13:30,22769,451395280,422794,19840,19895,19785,19785,19855
2021/9/30 13:40,19523,383626950,422253,19855,19890,19750,19750,19830
2021/9/30 13:50,13196,263563270,423374,19830,19860,19770,19770,19815
2021/9/30 14:00,8718,171352290,423603,19815,19850,19770,19770,19835
2021/9/30 14:10,8182,160817210,422798,19835,19850,19795,19795,19815
2021/9/30 14:20,9756,196149330,422744,19815,19845,19775,19775,19840
2021/9/30 14:30,14552,290560230,421710,19840,19920,19820,19820,19870
2021/9/30 14:40,26833,532273020,422075,19870,20035,19860,19860,19965
2021/9/30 14:50,30266,604839030,422504,19970,20035,19930,19930,20005
2021/10/8 8:55,4101,87166755,420071,20005,21255,20005,20005,21255
2021/10/8 9:00,18425,391623375,403683,21255,21255,21255,21255,21255
2021/10/8 9:10,1398,29714490,402850,21255,21255,21255,21255,21255
2021/10/8 9:20,866,18406830,402627,21255,21255,21255,21255,21255
2021/10/8 9:30,752,15983760,402189,21255,21255,21255,21255,21255
2021/10/8 9:40,984,20914920,401883,21255,21255,21255,21255,21255
2021/10/8 9:50,502,10670010,401654,21255,21255,21255,21255,21255
2021/10/8 10:00,785,16685175,401404,21255,21255,21255,21255,21255
2021/10/8 10:10,587,12476685,401289,21255,21255,21255,21255,21255
2021/10/8 10:31,526,11180130,400814,21255,21255,21255,21255,21255
2021/10/8 10:40,1147,24379485,400240,21255,21255,21255,21255,21255
2021/10/8 10:50,614,13050570,400046,21255,21255,21255,21255,21255
2021/10/8 11:00,57,1211535,400012,21255,21255,21255,21255,21255
2021/10/8 11:10,453,9628515,399976,21255,21255,21255,21255,21255
2021/10/8 11:20,490,10414950,399959,21255,21255,21255,21255,21255
2021/10/8 13:30,283,6015165,399789,21255,21255,21255,21255,21255
2021/10/8 13:40,88,1870440,399761,21255,21255,21255,21255,21255
2021/10/8 13:50,172,3655860,399619,21255,21255,21255,21255,21255
2021/10/8 14:00,362,7694310,399297,21255,21255,21255,21255,21255
2021/10/8 14:10,41,871455,399266,21255,21255,21255,21255,21255
2021/10/8 14:20,39,828945,399237,21255,21255,21255,21255,21255
2021/10/8 14:30,112,2380560,399157,21255,21255,21255,21255,21255
2021/10/8 14:40,131,2784405,399108,21255,21255,21255,21255,21255
2021/10/8 14:50,1190,25293450,398108,21255,21255,21255,21255,21255
2021/10/8 20:55,6451,143212200,399199,21255,22200,21255,21255,22200
2021/10/8 21:00,187203,4078445000,405559,22130,22150,21430,21430,21795
2021/10/8 21:10,73086,1601277000,411693,21790,21970,21770,21770,21930
2021/10/8 21:20,51421,1130474455,415307,21935,22060,21870,21870,22020
2021/10/8 21:30,32914,722846220,414669,22020,22030,21925,21925,22000
2021/10/8 21:40,18162,398958315,416782,22010,22045,21965,21965,21995
2021/10/8 21:50,15561,342243060,417841,21995,22025,21960,21960,21995
2021/10/8 22:00,16671,366685470,418635,21995,22020,21950,21950,21965
2021/10/8 22:10,62173,1356778765,417314,21965,21975,21685,21685,21795
2021/10/8 22:20,23736,519106320,418165,21795,21905,21795,21795,21850
2021/10/8 22:30,21666,473835420,419365,21850,21980,21805,21805,21960
2021/10/8 22:40,15984,352195220,420273,21960,21995,21905,21905,21940
2021/10/8 22:50,20939,460770460,417608,21940,22020,21930,21930,21970
2021/10/11 9:00,104888,2253679515,416937,21860,21860,21305,21305,21525
2021/10/11 9:10,41950,912091710,420550,21515,21660,21490,21490,21605
2021/10/11 9:20,26020,565364445,421015,21600,21610,21470,21470,21475
2021/10/11 9:30,27370,591218980,420188,21465,21515,21395,21395,21475
2021/10/11 9:40,66784,1420464620,420292,21470,21470,21065,21065,21170
2021/10/11 9:50,37474,799191320,421291,21175,21245,21015,21015,21075
2021/10/11 10:00,28012,604026115,420390,21070,21180,21020,21020,21170
2021/10/11 10:10,20418,436954070,419916,21170,21310,21160,21160,21300
2021/10/11 10:31,14926,319935850,420355,21300,21325,21240,21240,21255
2021/10/11 10:40,15248,328944205,420277,21255,21305,21170,21170,21190
2021/10/11 10:50,11021,238130880,419900,21190,21280,21185,21185,21270
2021/10/11 11:00,18496,395883750,419272,21270,21295,21110,21110,21170
2021/10/11 11:10,9377,202457400,419279,21180,21210,21130,21130,21140
2021/10/11 11:20,12158,262270050,419154,21140,21240,21110,21110,21240
2021/10/11 13:30,34070,728645420,420514,21280,21440,21265,21265,21440
2021/10/11 13:40,21432,462258115,420040,21445,21505,21420,21420,21450
2021/10/11 13:50,15674,338950250,420530,21450,21480,21370,21370,21375
2021/10/11 14:00,14108,304274950,421367,21375,21435,21315,21315,21355
2021/10/11 14:10,13156,282079015,421125,21355,21375,21280,21280,21340
2021/10/11 14:20,12170,263054550,422469,21335,21410,21320,21320,21380
2021/10/11 14:30,9641,207228690,422269,21380,21430,21370,21370,21405
2021/10/11 14:40,9427,203717470,422686,21400,21430,21370,21370,21380
2021/10/11 14:50,23788,513204380,422841,21370,21570,21365,21365,21545
2021/10/11 20:55,7129,151206090,423822,21545,21545,21210,21210,21210
2021/10/11 21:00,70081,1489892460,427433,21200,21370,21115,21115,21265
2021/10/11 21:10,25092,533330460,430287,21265,21330,21180,21180,21250
2021/10/11 21:20,21172,451245600,432239,21250,21355,21250,21250,21290
2021/10/11 21:30,17654,375412310,432858,21285,21330,21225,21225,21315
2021/10/11 21:40,29516,631923840,436205,21320,21470,21315,21315,21400
2021/10/11 21:50,11553,246874355,435235,21405,21430,21370,21370,21385
2021/10/11 22:00,14187,303094085,434525,21385,21410,21325,21325,21365
2021/10/11 22:10,8131,174212875,434210,21365,21395,21340,21340,21385
2021/10/11 22:20,11737,250056785,433538,21390,21410,21280,21280,21285
2021/10/11 22:30,12603,268506915,433399,21280,21375,21265,21265,21365
2021/10/11 22:40,8483,181917005,434090,21365,21400,21360,21360,21365
2021/10/11 22:50,12565,267760150,432599,21365,21375,21285,21285,21365
2021/10/12 9:00,33196,705991265,433461,21350,21350,21190,21190,21270
2021/10/12 9:10,28191,599995185,436341,21270,21315,21145,21145,21215
2021/10/12 9:20,26640,563291170,436479,21210,21240,21065,21065,21220
2021/10/12 9:30,13415,285538275,435635,21225,21260,21190,21190,21220
2021/10/12 9:40,36179,765303830,437558,21220,21225,21020,21020,21085
2021/10/12 9:50,68910,1441363085,434070,21085,21090,20740,20740,20890
2021/10/12 10:00,18728,393331530,434943,20885,20985,20880,20880,20955
2021/10/12 10:10,16522,347807980,434866,20955,21095,20935,20935,21090
2021/10/12 10:31,11765,248195940,436742,21095,21105,21015,21015,21025
2021/10/12 10:40,11911,249817290,437412,21020,21040,20970,20970,20985
2021/10/12 10:50,11603,245809555,438292,20990,21045,20940,20940,21025
2021/10/12 11:00,23376,492842790,439442,21020,21190,21020,21020,21180
2021/10/12 11:10,22559,477799620,438951,21180,21245,21140,21140,21155
2021/10/12 11:20,12770,270468600,438803,21155,21180,21070,21070,21120
2021/10/12 13:30,14384,304653120,439273,21130,21255,21110,21110,21220
2021/10/12 13:40,13449,284849820,439835,21220,21285,21205,21205,21230
2021/10/12 13:50,8248,177801385,440421,21225,21280,21225,21225,21275
2021/10/12 14:00,23220,495140545,442673,21275,21400,21225,21225,21340
2021/10/12 14:10,15649,331602310,443716,21340,21380,21285,21285,21320
2021/10/12 14:20,9497,204592005,444333,21315,21330,21270,21270,21305
2021/10/12 14:30,21230,453426575,446885,21310,21480,21300,21300,21465
2021/10/12 14:40,56496,1220150430,455714,21465,21720,21460,21460,21675
2021/10/12 14:50,48872,1061453950,459300,21675,21820,21635,21635,21735
2021/10/12 20:55,3439,74454350,459793,21735,21735,21650,21650,21650
2021/10/12 21:00,71201,1542994450,460530,21635,21775,21550,21550,21655
2021/10/12 21:10,24266,524855160,460373,21655,21675,21590,21590,21630
2021/10/12 21:20,14333,309886585,460381,21630,21650,21585,21585,21640
2021/10/12 21:30,32200,693655025,458540,21640,21640,21430,21430,21435
2021/10/12 21:40,152231,3128334820,435054,21435,21495,20850,20850,20915
2021/10/14 9:10,23614,492845790,436516,20910,20990,20835,20835,20985
2021/10/14 9:20,24957,525594420,438743,20985,21160,20950,20950,21065
2021/10/14 9:30,9719,204682140,438852,21060,21105,21015,21015,21080
2021/10/14 9:40,8824,185833440,439407,21085,21135,21060,21060,21090
2021/10/14 9:50,19193,406124465,440205,21090,21190,21080,21080,21130
2021/10/14 10:00,14955,317021735,440913,21135,21210,21055,21055,21200
2021/10/14 10:10,9121,192179470,440885,21205,21205,21100,21100,21105
2021/10/14 10:31,10538,224128615,441057,21100,21185,21090,21090,21155
2021/10/14 10:40,12936,272626200,441714,21160,21235,21130,21130,21210
2021/10/14 10:50,12425,264076635,442681,21210,21265,21170,21170,21265
2021/10/14 11:00,33234,707730510,444440,21270,21375,21180,21180,21290
2021/10/14 11:10,21638,458947730,443723,21280,21345,21155,21155,21235
2021/10/14 11:20,13807,293890855,444133,21230,21285,21200,21200,21230
2021/10/14 13:30,40148,861143015,447890,21325,21500,21325,21325,21415
2021/10/14 13:40,14322,305459365,448136,21410,21435,21330,21330,21355
2021/10/14 13:50,15410,328602905,448346,21350,21385,21265,21265,21365
2021/10/14 14:00,12646,270312225,448806,21360,21405,21320,21320,21375
2021/10/14 14:10,13594,290488885,448295,21370,21405,21340,21340,21370
2021/10/14 14:20,11982,256522965,448514,21370,21375,21270,21270,21280
2021/10/14 14:30,19043,402854665,447764,21280,21280,21205,21205,21215
2021/10/14 14:40,9947,210428785,448381,21210,21290,21205,21205,21260
2021/10/14 14:50,12518,268129495,446969,21260,21300,21235,21235,21285
2021/10/14 20:55,2001,42561270,447573,21285,21285,21270,21270,21270
2021/10/14 21:00,73622,1582955115,452432,21270,21680,21260,21260,21670
2021/10/14 21:10,38707,837151815,454744,21665,21665,21545,21545,21650
2021/10/14 21:20,60512,1313919000,458959,21655,21805,21610,21610,21660
2021/10/14 21:30,29226,632301940,459458,21670,21670,21575,21575,21650
2021/10/14 21:40,13533,292380465,460612,21650,21665,21595,21595,21630
2021/10/14 21:50,24639,531114395,458405,21630,21660,21480,21480,21595
2021/10/14 22:00,23204,502533620,458135,21600,21685,21575,21575,21580
2021/10/14 22:10,20581,446082630,460419,21580,21740,21580,21580,21735
2021/10/14 22:20,18473,400724020,460686,21740,21745,21650,21650,21710
2021/10/14 22:30,13500,291802500,459429,21705,21725,21625,21625,21635
2021/10/14 22:40,11536,249350640,459354,21630,21650,21585,21585,21625
2021/10/14 22:50,18971,411800690,458951,21620,21685,21570,21570,21685
2021/10/15 9:00,73936,1617506165,460719,21820,21980,21730,21730,21935
2021/10/15 9:10,33226,726676295,460776,21940,21975,21765,21765,21840
2021/10/15 9:20,26485,576605560,462496,21835,21835,21710,21710,21715
2021/10/15 9:30,14460,316048160,463744,21725,21845,21725,21725,21780
2021/10/15 9:40,9338,202541220,463835,21780,21835,21725,21725,21835
2021/10/15 9:50,9728,213578710,463854,21835,21850,21785,21785,21845
2021/10/15 10:00,15143,331181490,464534,21845,21910,21815,21815,21860
2021/10/15 10:10,8800,190960000,464487,21860,21920,21840,21840,21860
2021/10/15 10:31,12830,281173255,465544,21855,21935,21830,21830,21925
2021/10/15 10:40,10725,235602005,465033,21915,21945,21845,21845,21895
2021/10/15 10:50,8542,185446820,465661,21890,21930,21870,21870,21910
2021/10/15 11:00,13091,287129655,466309,21915,21955,21905,21905,21940
2021/10/15 11:10,16887,372718165,466123,21945,21970,21885,21885,21960
2021/10/15 11:20,87926,1951569670,477086,21965,22495,21955,21955,22485
2021/10/15 13:30,90697,2065570830,492030,22555,22855,22555,22555,22855
2021/10/15 13:40,2532,59365055,490442,22855,22855,22855,22855,22855
2021/10/15 13:50,1863,40809015,488995,22855,22855,22855,22855,22855
2021/10/15 14:00,590,12923950,488523,22855,22855,22855,22855,22855
2021/10/15 14:10,924,20240220,488033,22855,22855,22855,22855,22855
2021/10/15 14:20,384,8411520,487813,22855,22855,22855,22855,22855
2021/10/15 14:30,353,11667290,487554,22855,22855,22855,22855,22855
2021/10/15 14:40,432,9465120,487271,22855,22855,22855,22855,22855
2021/10/15 14:50,1961,42965510,486342,22855,22855,22855,22855,22855
2021/10/15 20:55,7549,172192690,487094,22855,22855,22810,22810,22810
2021/10/15 21:00,189461,4254622010,474918,22755,22960,21500,21500,22050
2021/10/15 21:10,105934,2332409775,474754,22040,22230,21850,21850,22205
2021/10/15 21:20,42842,947052810,477068,22215,22215,21970,21970,22010
2021/10/15 21:30,30848,683785905,478492,22000,22135,21965,21965,22085
2021/10/15 21:40,19867,439585060,478524,22085,22165,22035,22035,22060
2021/10/15 21:50,13750,305722155,478490,22060,22130,22040,22040,22120
2021/10/15 22:00,91381,1993749435,477820,22110,22120,21590,21590,21710
2021/10/15 22:10,50012,1084686220,476531,21710,21720,21535,21535,21620
2021/10/15 22:20,92058,1974541475,474478,21615,21615,21140,21140,21250
2021/10/15 22:30,62822,1352273655,473167,21265,21420,21130,21130,21355
2021/10/15 22:40,35519,762792050,471840,21350,21460,21320,21320,21385
2021/10/15 22:50,48379,1034172670,466173,21380,21450,21185,21185,21305
2021/10/18 9:00,82150,1793079140,464570,21655,21980,21655,21655,21830
2021/10/18 9:10,33300,728437500,465723,21830,21930,21730,21730,21860
2021/10/18 9:20,15051,329240625,466683,21855,21870,21790,21790,21810
2021/10/18 9:30,20099,443547620,467284,21805,21955,21795,21795,21920
2021/10/18 9:40,23111,505553125,467376,21930,21960,21870,21870,21890
2021/10/18 9:50,10358,226581250,467228,21890,21935,21870,21870,21880
2021/10/18 10:00,17214,376556250,467263,21880,21975,21820,21820,21925
2021/10/18 10:10,10834,236993750,466955,21925,22015,21920,21920,21935
2021/10/18 10:31,21345,472041295,468607,21940,22085,21940,21940,22070
2021/10/18 10:40,27514,607263310,470704,22075,22200,22075,22075,22115
2021/10/18 10:50,14984,333256750,471502,22115,22185,22070,22070,22170
2021/10/18 11:00,21804,482730490,472776,22170,22275,22135,22135,22240
2021/10/18 11:10,35236,777109330,471787,22245,22295,21890,21890,22040
2021/10/18 11:20,19604,435042730,472238,22035,22135,21965,21965,22045
2021/10/18 13:30,13777,301785185,472842,22050,22155,22025,22025,22130
2021/10/18 13:40,11757,263379885,473150,22135,22155,22030,22030,22075
2021/10/18 13:50,20514,449461740,475745,22075,22125,21920,21920,21925
2021/10/18 14:00,30274,663303340,478234,21925,21975,21770,21770,21770
2021/10/18 14:10,20288,443003105,479206,21765,21905,21725,21725,21870
2021/10/18 14:20,12855,281588775,477796,21870,21970,21860,21860,21970
